page,table_index,manufacturer,make,model ,vehicle_type,percent_content
2,1,Ford Motor Company,Ford,Explorer,MPV,27%
2,1,Fiat Chrysler,Jeep,Compass,MPV,26%
2,1,Mercedes-Benz USA,Mercedes-Benz,EQS SUV (EQS450+/EQS450-4M/EQS580-4M),MPV,25%
2,1,"Nissan North America, Inc",Nissan,Leaf,PC,25%
2,1,"Nissan North America, Inc",Nissan,Rogue,MPV,25%
2,1,"Nissan North America, Inc",Nissan,Rogue,MPV,25%
2,1,Toyota,Toyota,Rav4 Hybrid,PC,25%
2,1,Ford Motor Company,Ford,Ranger,MPV,23%
2,1,Ford Motor Company,Ford,Escape,MPV,22%
2,1,Ford Motor Company,Ford,Escape PHEV,MPV,22%
2,1,Ford Motor Company,Lincoln,Nautilus,MPV,21%
2,1,BMW AG,BMW,X7,MPV,20%
2,1,Ford Motor Company,Lincoln,Aviator,MPV,20%
2,1,Ford Motor Company,Lincoln,Aviator PHEV,MPV,20%
2,1,Mercedes-Benz USA,Sprinter,Metris Cargo,MPV,20%
2,1,Mercedes-Benz USA,Sprinter,Metris US Postal,MPV,20%
2,1,Mercedes-Benz USA,Sprinter,Metris US Postal,MPV,20%
2,1,Mercedes-Benz USA,Sprinter,Metris Cargo LWB,MPV,20%
2,1,Ford Motor Company,Ford,Bronco Sport,MPV,19%
2,1,Ford Motor Company,Ford,Transit Connect,Truck,17%
2,1,Mercedes-Benz USA,Sprinter,Metris Passenger,MPV,17%
2,1,Ford Motor Company,Ford,Mustang,PC,16%
2,1,Kia Motors,Kia,Forte,PC,16%
2,1,"Nissan North America, Inc",Nissan,Kicks,PC,15%
2,1,"Nissan North America, Inc",Nissan,Sentra,PC,15%
2,1,"Nissan North America, Inc",Nissan,Versa Sedan,PC,15%
2,1,"Nissan North America, Inc",Nissan,Versa Sedan,PC,15%
2,1,Fiat Chrysler,Jeep,Renegade,MPV,14%
2,1,Jaguar Land Rover Limited,Jaguar,E-Pace (I4 - 246HP),MPV,14%
2,1,Jaguar Land Rover Limited,Jaguar,E-Pace (I4 - 296HP),MPV,14%
2,1,Ford Motor Company,Ford,Mustang Mach-E,MPV,12%
2,1,Hyundai Motor Company,Genesis,GV70 EV,MPV,12%
2,1,Fiat Chrysler,Maserati,MC20,PC,11%
2,1,Ford Motor Company,Ford,Maverick,MPV,11%
2,1,Mercedes-Benz USA,Mercedes-Benz,EQE SUV (EQE 350+/EQE 350-4M/EQE 500-4M),PC,10%
2,1,"Nissan North America, Inc",Infiniti,QX50,MPV,10%
2,1,"Nissan North America, Inc",Infiniti,QX55,MPV,10%
2,1,Jaguar Land Rover Limited,Land Rover,Range Rover Evoque,MPV,9%
2,1,Jaguar Land Rover Limited,Jaguar,F-TYPE Automatic Coupe RWD (V8),PC,8%
2,1,Jaguar Land Rover Limited,Jaguar,F-TYPE Automatic Coupe AWD (V8),PC,8%
2,1,Jaguar Land Rover Limited,Jaguar,F-TYPE Automatic Convertible RWD (V8),PC,8%
2,1,Jaguar Land Rover Limited,Jaguar,F-TYPE Automatic Convertible AWD (V8),PC,8%
2,1,Jaguar Land Rover Limited,Land Rover,Range Rover Velar (2.0L I4 Gasoline Turbocharged),MPV,8%
2,1,Jaguar Land Rover Limited,Land Rover,Range Rover Velar (3.0L V6 Gasoline Turbocharged),MPV,8%
2,1,BMW AG,BMW,3 Series Sedan,PC,7%
2,1,Jaguar Land Rover Limited,Land Rover,Discovery Sport,MPV,7%
2,1,Kia Motors,Kia,Rio,PC,7%
2,1,BMW AG,BMW,2 Series Coupe/Convertible,PC,6%
2,1,BMW AG,BMW,XM,MPV,6%
2,1,GM LLC,Buick,Encore,MPV,6%
2,1,GM LLC,Buick,Envision,MPV,6%
2,1,BMW AG,BMW,M2,PC,5%
2,1,GM LLC,Chevy,Trax,MPV,5%
2,1,Jaguar Land Rover Limited,Land Rover,Range Rover 3.0L Turbocharged (Gasoline) Long Wheelbase,MPV,5%
2,1,Jaguar Land Rover Limited,Land Rover,Range Rover 3.0L Turbocharged (Gasoline) Long Wheelbase,MPV,5%
2,1,Jaguar Land Rover Limited,Land Rover,Range Rover 4.4L Turbocharged (Gasoline) Long Wheelbase,MPV,5%
2,1,Jaguar Land Rover Limited,Land Rover,Range Rover 3.0L Turbocharged (Gasoline) Standard Wheelbase,MPV,5%
2,1,Jaguar Land Rover Limited,Land Rover,Range Rover 3.0L Turbocharged (Gasoline) Standard Wheelbase,MPV,5%
2,1,Jaguar Land Rover Limited,Land Rover,Range Rover 4.4L V8 Turbocharged (Gasoline) Standard Wheelbase,MPV,5%
2,1,Jaguar Land Rover Limited,Land Rover,Range Rover Sport 3.0L Turbocharged PHEV (Gasoline),MPV,5%
2,1,Jaguar Land Rover Limited,Land Rover,Range Rover Sport 3.0L Turbocharged (Gasoline),MPV,5%
2,1,Jaguar Land Rover Limited,Land Rover,Range Rover Sport 4.4L Turbocharged (Gasoline),MPV,5%
2,1,Mazda Motor Corporation,Mazda,CX-30,PC,5%
2,1,Mazda Motor Corporation,Mazda,Mazda3,PC,5%
2,1,Mercedes-Benz USA,Mercedes-Benz,GLB SUV (GLB250/ GLB250-4M),MPV,5%
2,1,"Nissan North America, Inc",Infiniti,QX80,MPV,5%
2,1,"Nissan North America, Inc",Nissan,Armada,MPV,5%
2,1,Subaru,Subaru,Forester,MPV,5%
2,1,Subaru,Subaru,Crosstrek,MPV,5%
2,1,Volkswagen,Volkswagen,Jetta (manual),PC,5%
2,1,Volkswagen,Volkswagen,Jetta (automatic),PC,5%
2,1,Volkswagen,Volkswagen,Jetta GLI (manual),PC,5%
2,1,Volkswagen,Volkswagen,Taos (AWD),MPV,5%
3,1,Volkswagen,Volkswagen,Tiguan (FWD),MPV,5%
3,1,Hyundai Motor Company,Genesis,GV70,MPV,4%
3,1,Jaguar Land Rover Limited,Jaguar,XF - RWD,PC,4%
3,1,Jaguar Land Rover Limited,Jaguar,XF - AWD,PC,4%
3,1,Volkswagen,Volkswagen,Jetta GLI (automatic),PC,4%
3,1,Volkswagen,Volkswagen,Taos (FWD),MPV,4%
3,1,Volkswagen,Volkswagen,Tiguan (AWD),MPV,4%
3,1,Fiat Chrysler,Maserati,Ghibli,PC,3%
3,1,Fiat Chrysler,Maserati,Quattroporte,PC,3%
3,1,GM LLC,Buick,Encore GX,MPV,3%
3,1,GM LLC,Chevy,Trailblazer,MPV,3%
3,1,Hyundai Motor Company,Genesis,G80,PC,3%
3,1,Hyundai Motor Company,Genesis,G70,PC,3%
3,1,Hyundai Motor Company,Genesis,GV60 EV,MPV,3%
3,1,Hyundai Motor Company,Genesis,GV80,MPV,3%
3,1,Hyundai Motor Company,Mitsubishi,Outlander ES 2WD,MPV,3%
3,1,Hyundai Motor Company,Mitsubishi,Outlander ES Special Edition 2WD,MPV,3%
3,1,Hyundai Motor Company,Mitsubishi,Outlander SE 2WD,MPV,3%
3,1,Hyundai Motor Company,Mitsubishi,Outlander Black Edition 2WD,MPV,3%
3,1,Hyundai Motor Company,Mitsubishi,Outlander SEL 2WD,MPV,3%
3,1,Hyundai Motor Company,Mitsubishi,Outlander SEL Black Edition2WD,MPV,3%
3,1,Hyundai Motor Company,Mitsubishi,Outlander ES 4WD,MPV,3%
3,1,Hyundai Motor Company,Mitsubishi,Outlander ES Special Edition 4WD,MPV,3%
3,1,Hyundai Motor Company,Mitsubishi,Outlander SE 4WD,MPV,3%
3,1,Hyundai Motor Company,Mitsubishi,Outlander Black Edition 4WD,MPV,3%
3,1,Hyundai Motor Company,Mitsubishi,Outlander SEL 4WD,MPV,3%
3,1,Hyundai Motor Company,Mitsubishi,Outlander SEL Black Edition 4WD,MPV,3%
3,1,Hyundai Motor Company,Mitsubishi,Outlander 40th Anniversary 4WD,MPV,3%
3,1,Hyundai Motor Company,Mitsubishi,Outlander Ralliart,MPV,3%
3,1,Audi,Audi,Q5 40,MPV,2%
3,1,Audi,Audi,Q5 S line 45,MPV,2%
3,1,Audi,Audi,Q5 55 PHEV,MPV,2%
3,1,Audi,Audi,Q5 Sportback S line 45,MPV,2%
3,1,BMW AG,BMW,X1,MPV,2%
3,1,BMW AG,BMW,Cooper Countryman,MPV,2%
3,1,Fiat Chrysler,Maserati,Levante,MPV,2%
3,1,Hyundai Motor Company,Genesis,G90,PC,2%
3,1,Hyundai Motor Company,Hyundai,Kona,MPV,2%
3,1,Hyundai Motor Company,Hyundai,Kona N,MPV,2%
3,1,Hyundai Motor Company,Hyundai,Santa Fe PHEV,MPV,2%
3,1,Hyundai Motor Company,Hyundai,Sonata,PC,2%
3,1,Kia Motors,Kia,Niro Plug-In Hybrid,MPV,2%
3,1,Kia Motors,Kia,Stinger,PC,2%
3,1,Mercedes-Benz USA,Mercedes-Benz,G-Class SUV (G550/G63),MPV,2%
3,1,Audi,Audi,e-tron,MPV,1%
3,1,Audi,Audi,e-tron S,MPV,1%
3,1,Audi,Audi,e-tron Sportback,MPV,1%
3,1,Audi,Audi,e-tron S Sportback,MPV,1%
3,1,Audi,Audi,e-tron GT,PC,1%
3,1,Audi,Audi,RS e-tron GT,PC,1%
3,1,Audi,Audi,A3 40 FWD,PC,1%
3,1,Audi,Audi,RS3,PC,1%
3,1,Audi,Audi,A4 40,PC,1%
3,1,Audi,Audi,A4 45,PC,1%
3,1,Audi,Audi,S4,PC,1%
3,1,Audi,Audi,A4 allroad 45,MPV,1%
3,1,Audi,Audi,A5 Cabriolet S line 45,PC,1%
3,1,Audi,Audi,A5 Coupe S line 45,PC,1%
3,1,Audi,Audi,A5 Sportback 40,PC,1%
3,1,Audi,Audi,A5 Sportback S line 45,PC,1%
3,1,Audi,Audi,S5 Coupe,PC,1%
3,1,Audi,Audi,RS5 Coupe,PC,1%
3,1,Audi,Audi,S5 Cabriolet,PC,1%
3,1,Audi,Audi,S5 Sportback,PC,1%
3,1,Audi,Audi,RS5 Sportback,PC,1%
3,1,Audi,Audi,A6 45,PC,1%
3,1,Audi,Audi,A6 55,PC,1%
3,1,Audi,Audi,S6,PC,1%
3,1,Audi,Audi,RS6 Avant,PC,1%
3,1,Audi,Audi,A6 allroad 55,PC,1%
3,1,Audi,Audi,A7 55,PC,1%
3,1,Audi,Audi,A7 55 PHEV,PC,1%
3,1,Audi,Audi,S7,PC,1%
3,1,Audi,Audi,RS7,PC,1%
3,1,Audi,Audi,A8L 55,PC,1%
3,1,Audi,Audi,S8L,PC,1%
3,1,Audi,Audi,Q3 40,MPV,1%
3,1,Audi,Audi,Q3 S line 45,MPV,1%
3,1,Audi,Audi,SQ5,MPV,1%
3,1,Audi,Audi,SQ5 Sportback,MPV,1%
3,1,Audi,Audi,Q7 45,MPV,1%
3,1,Audi,Audi,Q7 55,MPV,1%
3,1,Audi,Audi,SQ7,MPV,1%
3,1,Audi,Audi,Q8,MPV,1%
3,1,Audi,Audi,SQ8,MPV,1%
3,1,Audi,Audi,RS Q8,MPV,1%
3,1,Audi,Audi,R8 Coupe RWD,PC,1%
3,1,Audi,Audi,R8 Coupe,PC,1%
3,1,Audi,Audi,R8 Spyder RWD,PC,1%
3,1,Audi,Audi,R8 Spyder,PC,1%
3,1,Audi,Audi,R8 GT,PC,1%
3,1,Audi,Audi,TT Coupe,PC,1%
3,1,Audi,Audi,TTS Coupe,PC,1%
3,1,Audi,Audi,TT Roadster,PC,1%
3,1,BMW AG,BMW,4 Series Coupe/Convertible,PC,1%
3,1,BMW AG,BMW,5 Series Sedan,PC,1%
3,1,BMW AG,BMW,7 Series Sedan,PC,1%
3,1,BMW AG,BMW,8 Series Coupe/Convertible,PC,1%
3,1,BMW AG,BMW,8 Series Gran Coupe,PC,1%
3,1,BMW AG,BMW,Z4,PC,1%
3,1,BMW AG,BMW,i4,PC,1%
3,1,BMW AG,BMW,iX,MPV,1%
3,1,BMW AG,BMW,i7,PC,1%
3,1,Fiat Chrysler,Maserati,Granturismo 490HP,PC,1%
3,1,Fiat Chrysler,Maserati,Granturismo 550HP,PC,1%
3,1,Fiat Chrysler,Maserati,Grecale Trofeo,MPV,1%
3,1,Fiat Chrysler,Maserati,Grecale,MPV,1%
3,1,GM LLC,Chevy,Spark,PC,1%
3,1,Hyundai Motor Company,Hyundai,Elantra,PC,1%
3,1,Hyundai Motor Company,Hyundai,Elantra HEV,PC,1%
3,1,Hyundai Motor Company,Hyundai,Palisade,MPV,1%
3,1,Hyundai Motor Company,Hyundai,Sonata HEV,PC,1%
3,1,Hyundai Motor Company,Hyundai,Tucson,MPV,1%
3,1,Hyundai Motor Company,Hyundai,Tucson HEV,MPV,1%
3,1,Hyundai Motor Company,Hyundai,Nexo,MPV,1%
3,1,Jaguar Land Rover Limited,Land Rover,Defender - 90,MPV,1%
3,1,Jaguar Land Rover Limited,Land Rover,Defender - 110,MPV,1%
3,1,Jaguar Land Rover Limited,Land Rover,Defender - 130,MPV,1%
3,1,Kia Motors,Kia,EV6 Electric,MPV,1%
3,1,Kia Motors,Kia,Niro Electric,MPV,1%
3,1,Kia Motors,Kia,Niro Hybrid,MPV,1%
3,1,Kia Motors,Kia,Carnival,MPV,1%
3,1,Kia Motors,Kia,Sorento Hybrid,MPV,1%
3,1,Kia Motors,Kia,Sorento PHEV,MPV,1%
3,1,Kia Motors,Kia,Sportage,MPV,1%
3,1,Kia Motors,Kia,Sportage Hybrid,MPV,1%
3,1,Kia Motors,Kia,Sportage PHEV,MPV,1%
3,1,Kia Motors,Kia,Soul,MPV,1%
3,1,Mitsubishi Motors Corporation,Mitsubishi,Outlander Sport 2.4 GT AWD,MPV,1%
3,1,Mitsubishi Motors Corporation,Mitsubishi,Outlander Sport 2.4 GT Special Edition AWD,MPV,1%
3,1,Volkswagen,Volkswagen,Arteon FWD,PC,1%
3,1,Volkswagen,Volkswagen,Arteon AWS,PC,1%
3,1,Volkswagen,Volkswagen,Golf R (manual),PC,1%
3,1,Volkswagen,Volkswagen,Golf R (automatic),PC,1%
3,1,Volkswagen,Volkswagen,Golf GTI (manual),PC,1%
3,1,Volkswagen,Volkswagen,Golf GTI (automatic),PC,1%
3,1,Audi,Audi,A3 40 quattro,PC,0%
3,1,Audi,Audi,S3,PC,0%
3,1,Audi,Audi,Q4 e-tron 40 RWD,MPV,0%
3,1,Audi,Audi,Q4 e-tron 50,MPV,0%
3,1,Audi,Audi,Q4 e-tron Sportback 50,MPV,0%
3,1,Bentley,Bentley,Bentayga V8,MPV,0%
3,1,Bentley,Bentley,Bentayga EWB V8,MPV,0%
3,1,Bentley,Bentley,Bentayga Speed,MPV,0%
3,1,Bentley,Bentley,Bentayga Hybrid,MPV,0%
4,1,Bentley,Bentley,Flying Spur,PC,0%
4,1,Bentley,Bentley,Flying Spur V8,PC,0%
4,1,Bentley,Bentley,Flying Spur Hybrid,PC,0%
4,1,Bentley,Bentley,Continental GT V8,PC,0%
4,1,Bentley,Bentley,Continental GT Convertible V8,PC,0%
4,1,Bentley,Bentley,Continental GT Speed,PC,0%
4,1,Bentley,Bentley,Continental GT Convertible Speed,PC,0%
4,1,BMW AG,BMW,2 Series Gran Coupe,PC,0%
4,1,BMW AG,BMW,3 Series Sedan,PC,0%
4,1,BMW AG,BMW,M3 Sedan,PC,0%
4,1,BMW AG,BMW,4 Series Gran Coupe,PC,0%
4,1,BMW AG,BMW,5 Series Sedan,PC,0%
4,1,BMW AG,BMW,X2,MPV,0%
4,1,BMW AG,BMW,Cooper Hard Top 2 Door,PC,0%
4,1,BMW AG,BMW,Cooper Hard Top 4 Door,PC,0%
4,1,BMW AG,BMW,Cooper Convertible,PC,0%
4,1,BMW AG,BMW,Cooper Clubman,PC,0%
4,1,BMW AG,Toyota,Supra,PC,0%
4,1,Fiat Chrysler,Alfa Romeo,Giulia,PC,0%
4,1,Fiat Chrysler,Alfa Romeo,Stelvio,MPV,0%
4,1,Fiat Chrysler,Dodge,Hornet,MPV,0%
4,1,Fiat Chrysler,Fiat,500X,MPV,0%
4,1,Hyundai Motor Company,Hyundai,Elantra N,PC,0%
4,1,Hyundai Motor Company,Hyundai,Ioniq 5,PC,0%
4,1,Hyundai Motor Company,Hyundai,Ioniq 6,PC,0%
4,1,Hyundai Motor Company,Hyundai,Kona EV,MPV,0%
